Industry,Price,Demand_Index,Seasonality,Competitor_Price,Customer_Segment,Discount_Offered,Purchase_Prob,Purchased
Hospitality,100,0.11,1.15,50,High,20,0.033378430555555554,0
RideHailing,50,0.33,1.0,200,Low,20,0.07585187500000001,0
RideHailing,250,0.68,1.0,100,High,5,0.03745454166666665,0
Hospitality,200,0.47,1.15,300,Medium,5,0.04393063888888889,0
FoodDelivery,150,0.66,0.85,300,High,0,0.09677249999999998,0
FoodDelivery,50,0.22,0.85,150,Low,15,0.06013608333333334,0
FoodDelivery,100,0.48,1.0,50,High,10,0.20056000000000002,0
RideHailing,150,0.89,0.85,200,Medium,20,0.20457020833333334,0
Airline,250,0.97,0.85,250,Medium,15,0.04679037499999999,0
Ecommerce,100,0.16,1.15,200,High,20,0.04438897777777778,0
Hospitality,50,0.9,0.85,150,Low,15,0.14350656250000002,1
Ecommerce,300,0.35,1.0,100,High,20,0.01,0
RideHailing,250,0.54,0.85,250,Medium,0,0.042075,1
FoodDelivery,100,0.63,0.85,150,Medium,5,0.18653250000000002,0
FoodDelivery,50,0.17,0.85,50,Low,20,0.07246675000000001,0
Airline,200,0.52,1.15,200,Low,20,0.059979399999999995,0
Retail,300,0.74,1.15,150,Low,0,0.01,0
Airline,150,0.88,1.15,200,Medium,15,0.1435775,0
Retail,200,0.15,0.85,300,High,20,0.01730175,1
FoodDelivery,150,0.52,0.85,50,High,20,0.11995879999999999,0
Retail,150,0.99,0.85,200,High,5,0.18961361718749997,0
FoodDelivery,200,0.23,0.85,250,High,10,0.04084320833333334,0
Airline,200,0.96,1.0,300,Low,15,0.061744000000000014,0
Airline,100,0.98,1.15,100,Low,10,0.20883310000000002,0
FoodDelivery,300,0.15,1.15,150,High,0,0.01,0
Ecommerce,150,0.54,0.85,200,Medium,20,0.09027,0
FoodDelivery,150,0.72,1.15,250,Low,5,0.14709419999999998,1
FoodDelivery,250,0.24,1.0,100,Medium,0,0.011999999999999997,0
Hospitality,200,0.55,0.85,100,High,15,0.04746034027777779,0
Retail,300,0.3,0.85,300,Low,10,0.01,0
Hospitality,150,0.31,0.85,100,High,20,0.05214555208333333,0
Retail,250,0.76,0.85,250,High,20,0.06574664999999998,0
Hospitality,300,0.94,0.85,250,Medium,20,0.01,0
FoodDelivery,250,0.5,1.15,200,High,15,0.06254322916666664,0
RideHailing,50,0.16,1.0,50,Medium,15,0.08323333333333335,0
RideHailing,300,0.76,1.0,150,Low,5,0.01,0
RideHailing,150,0.2,0.85,150,Low,15,0.04510206250000001,0
Retail,250,0.44,0.85,250,Low,15,0.02706123749999999,0
RideHailing,200,0.66,1.15,300,Medium,5,0.0969411666666667,0
Retail,50,0.71,1.0,50,High,20,0.3613012499999999,0
Airline,50,0.56,1.0,50,Medium,15,0.1589,0
Airline,300,0.91,1.0,50,High,15,0.01,0
Airline,50,0.54,0.85,50,Medium,15,0.13024125,0
Airline,50,0.3,0.85,100,High,5,0.06384296874999998,0
Retail,100,0.54,0.85,250,Low,15,0.06642303750000002,0
Airline,200,0.34,1.0,200,Low,15,0.032801500000000004,0
RideHailing,250,0.24,0.85,150,Low,15,0.012027216666666663,0
Airline,250,0.21,1.0,300,Low,20,0.01,0
FoodDelivery,150,0.33,1.0,50,Medium,5,0.06897,0
Retail,300,0.29,1.0,200,Low,10,0.01,0
FoodDelivery,300,1.0,1.15,250,High,5,0.01,0
FoodDelivery,50,0.94,0.85,250,High,10,0.250386625,1
Airline,50,0.35,1.0,200,Low,0,0.0371875,0
RideHailing,250,0.63,1.15,150,Low,5,0.03932726874999999,1
Hospitality,300,0.41,0.85,100,High,5,0.01,0
FoodDelivery,250,0.5,1.15,100,High,0,0.03306249999999999,0
RideHailing,250,0.55,0.85,250,Low,0,0.03642604166666666,0
Ecommerce,100,0.36,1.0,150,Medium,5,0.08360000000000001,0
Retail,150,0.59,0.85,250,High,5,0.09040164374999998,0
Ecommerce,250,0.97,1.0,100,Low,10,0.029956833333333332,0
FoodDelivery,50,0.44,1.15,100,Low,10,0.19533708333333338,1
FoodDelivery,100,0.7,1.0,100,Medium,10,0.30519999999999997,0
RideHailing,50,0.91,0.85,250,Low,20,0.17779219791666667,0
Hospitality,150,0.92,1.15,200,High,15,0.20138919791666665,1
Airline,100,0.63,1.0,250,Low,15,0.06077925000000001,0
RideHailing,250,0.72,1.0,100,High,20,0.04478099999999998,0
Hospitality,200,0.36,1.15,250,Medium,20,0.04749499999999999,0
Hospitality,250,0.96,1.0,150,Medium,15,0.04237333333333332,0
Hospitality,250,0.24,0.85,250,Low,0,0.010114999999999997,0
Retail,300,0.35,0.85,300,High,0,0.01,0
Hospitality,150,0.31,1.15,200,High,20,0.07054986458333332,0
Airline,100,0.74,1.0,250,Low,15,0.0713915,0
Hospitality,200,0.47,0.85,300,Medium,5,0.03247047222222222,0
Hospitality,150,0.51,1.15,50,High,0,0.07868875000000002,0
RideHailing,150,0.71,1.15,50,Low,5,0.13296362291666664,0
FoodDelivery,250,0.6,1.15,100,Low,5,0.030644624999999984,0
RideHailing,100,0.39,1.0,250,High,5,0.085925125,0
Hospitality,200,0.66,0.85,300,Low,20,0.04376423333333334,0
FoodDelivery,250,0.63,1.0,100,Medium,15,0.03575249999999999,0
RideHailing,300,0.31,1.0,50,Low,10,0.01,0
Hospitality,250,0.23,0.85,50,High,20,0.01,0
Retail,200,0.12,0.85,300,Low,0,0.01,0
RideHailing,300,0.68,0.85,200,Low,20,0.01,0
Retail,200,0.29,0.85,250,Low,5,0.027369203125,0
Ecommerce,200,0.97,1.15,200,High,20,0.2018311333333333,0
Ecommerce,100,0.37,1.15,100,High,10,0.14223046666666667,0
Hospitality,200,0.69,0.85,300,High,10,0.05718049166666668,0
Airline,200,0.83,1.0,250,High,5,0.08312104166666666,0
Airline,200,0.62,1.0,300,Low,10,0.03829533333333335,0
Ecommerce,300,0.38,1.0,100,Low,0,0.01,1
Ecommerce,300,0.95,1.15,250,Low,0,0.01,0
FoodDelivery,250,0.21,1.15,100,Low,5,0.010725618749999994,0
Airline,200,0.46,0.85,150,Low,20,0.03268108333333334,0
RideHailing,250,0.29,0.85,250,Medium,10,0.02462945833333333,0
FoodDelivery,50,0.6,0.85,50,Medium,5,0.26647499999999996,0
RideHailing,250,0.56,0.85,150,High,10,0.03646292222222222,0
Hospitality,100,0.22,0.85,150,High,10,0.04557865277777779,0
FoodDelivery,150,0.73,1.15,200,Low,15,0.20247690624999998,0
RideHailing,50,0.51,1.15,50,High,5,0.32304542187499996,0
Airline,50,0.91,0.85,50,Low,15,0.18655853125000002,0
Airline,200,0.43,1.0,150,Medium,10,0.03905833333333334,0
Airline,50,0.88,1.0,150,Medium,15,0.1664666666666667,0
Ecommerce,150,0.99,1.0,50,Medium,15,0.14982000000000004,1
Ecommerce,200,0.18,1.15,100,Low,15,0.017751400000000004,1
Hospitality,300,0.43,0.85,150,Low,5,0.01,0
Retail,50,0.55,0.85,300,High,15,0.11441332031249998,0
Ecommerce,250,0.43,1.0,50,High,15,0.018708583333333327,0
Hospitality,250,0.27,0.85,200,Low,15,0.0107629921875,0
RideHailing,250,0.68,0.85,100,Low,20,0.02657114166666666,0
Ecommerce,250,0.61,1.0,300,Low,15,0.032694305555555546,0
FoodDelivery,150,0.54,1.0,250,Medium,10,0.11772000000000002,0
Retail,150,0.99,1.0,250,Low,0,0.12622500000000003,0
Ecommerce,150,0.64,1.15,50,Medium,15,0.11138133333333336,0
Retail,200,0.46,1.0,50,Low,20,0.03460350000000001,0
Retail,100,0.72,0.85,300,Medium,20,0.10832399999999999,1
Airline,50,0.14,0.85,250,High,10,0.0186458125,0
Hospitality,250,0.77,1.15,150,Low,15,0.03322223819444444,0
Airline,200,0.26,1.15,100,Medium,20,0.02352133333333334,0
RideHailing,300,0.22,1.15,50,High,5,0.01,0
Retail,250,0.16,1.0,150,High,5,0.01,0
FoodDelivery,300,0.58,0.85,300,Low,10,0.01,0
Retail,300,0.5,1.0,200,Medium,20,0.01,0
Hospitality,150,0.89,0.85,300,Medium,5,0.06917246875,1
FoodDelivery,250,0.9,1.0,100,Medium,0,0.04499999999999999,0
Retail,200,0.52,1.15,250,Medium,5,0.07811375000000001,0
FoodDelivery,50,0.57,1.0,250,Medium,20,0.16814999999999997,0
Hospitality,200,0.32,0.85,150,High,15,0.034516611111111116,1
FoodDelivery,300,0.79,1.0,250,Medium,0,0.01,0
RideHailing,250,0.72,1.0,100,High,0,0.037949999999999984,0
Ecommerce,50,0.52,1.0,50,Medium,0,0.17333333333333337,0
RideHailing,250,0.73,1.15,200,High,5,0.07706639149305552,0
FoodDelivery,200,0.49,1.0,50,Medium,5,0.051205,0
FoodDelivery,200,0.62,1.0,250,High,10,0.12952833333333336,1
Retail,150,0.98,1.0,250,Low,5,0.13057275000000002,0
Hospitality,150,0.27,1.15,300,Low,10,0.025171846875,0
Airline,300,0.14,1.15,200,Low,5,0.01,0
Airline,50,0.39,0.85,300,Medium,10,0.045166875,0
Retail,200,0.55,1.15,200,High,15,0.12383559375,0
Hospitality,50,0.84,1.15,300,High,10,0.17658681249999997,0
Retail,200,0.7,0.85,50,High,5,0.053628093749999994,0
FoodDelivery,300,0.84,0.85,150,High,0,0.01,0
Ecommerce,200,0.95,0.85,50,Medium,5,0.05625583333333334,0
Retail,100,0.87,1.0,50,Medium,10,0.23707500000000006,0
Airline,100,0.3,1.15,200,Medium,15,0.052210000000000006,0
Hospitality,50,0.32,1.0,250,Low,20,0.04680666666666667,0
Retail,100,0.35,1.0,200,High,0,0.0805,0
Ecommerce,50,0.79,1.0,100,High,20,0.2977861111111111,0
Airline,150,0.22,0.85,150,Medium,15,0.031836750000000004,0
Hospitality,200,0.8,1.15,300,Low,10,0.06629622222222223,0
FoodDelivery,150,0.51,0.85,50,High,5,0.104191725,0
RideHailing,300,0.79,1.0,250,Medium,20,0.01,0
FoodDelivery,200,0.47,1.0,200,Low,20,0.09428199999999999,0
Airline,200,0.26,0.85,50,High,5,0.013279337499999998,0
FoodDelivery,200,0.94,1.0,200,High,10,0.23565800000000003,0
Hospitality,300,0.98,0.85,150,High,20,0.01,0
Ecommerce,200,0.18,0.85,200,High,0,0.02346,0
Hospitality,150,0.44,1.0,100,Medium,10,0.06994166666666668,0
Hospitality,200,0.94,0.85,300,High,20,0.08433001111111112,0
Retail,50,0.81,1.15,200,Medium,10,0.1903753125,0
Airline,100,0.62,0.85,150,High,5,0.10555370833333333,0
Hospitality,100,0.21,1.15,150,High,10,0.058862270833333334,0
Hospitality,200,0.65,1.15,150,High,15,0.09485723090277778,0
Airline,200,0.69,1.15,150,High,10,0.0828876875,0
RideHailing,150,0.51,1.15,100,Medium,10,0.14650281250000002,0
Hospitality,300,0.11,1.0,50,High,20,0.01,0
Hospitality,200,0.78,0.85,300,Low,5,0.04580409166666667,0
RideHailing,100,0.52,1.0,200,Low,20,0.12749244444444446,1
FoodDelivery,300,0.53,1.0,50,Medium,0,0.01,0
RideHailing,150,0.82,0.85,300,Medium,15,0.1087755625,0
RideHailing,300,0.52,0.85,200,Low,15,0.01,0
FoodDelivery,250,0.37,1.0,50,High,20,0.025104499999999988,0
Ecommerce,300,0.28,1.15,300,High,20,0.01,0
Airline,200,0.57,0.85,50,High,0,0.027858749999999998,0
Retail,50,0.7,0.85,50,Low,10,0.2067253125,0
Ecommerce,100,0.78,1.0,50,High,20,0.23521333333333336,0
Airline,300,0.57,1.0,250,Medium,10,0.01,0
Hospitality,250,0.17,1.0,200,Medium,0,0.01,0
RideHailing,150,0.54,1.15,200,Low,0,0.12096562500000002,0
Retail,50,0.4,1.0,300,Medium,0,0.07500000000000001,0
FoodDelivery,100,0.92,1.15,150,High,20,0.47856866666666664,1
FoodDelivery,200,0.78,1.15,300,Medium,20,0.141128,0
Airline,300,0.62,1.0,200,Medium,20,0.01,0
Airline,300,0.22,1.15,50,Low,10,0.01,0
Airline,150,0.3,0.85,150,High,10,0.04794637499999999,0
Retail,250,0.66,1.15,100,High,0,0.032731874999999994,0
FoodDelivery,100,0.84,1.0,250,Low,15,0.162078,0
FoodDelivery,150,0.37,1.15,150,Medium,20,0.15062699999999998,1
Retail,300,0.25,1.15,200,Medium,15,0.01,0
Ecommerce,100,0.97,1.0,50,Low,15,0.20795722222222227,0
Airline,150,0.9,1.15,100,High,20,0.17556187499999995,0
RideHailing,250,0.12,1.0,50,High,5,0.01,0
Ecommerce,300,0.78,1.0,300,Low,10,0.01,0
Ecommerce,100,0.31,1.15,300,Medium,0,0.04753333333333334,0
Ecommerce,300,0.12,1.15,200,Medium,20,0.01,0
RideHailing,150,0.69,1.15,50,Medium,15,0.16511412500000003,0
Retail,150,0.16,1.0,200,High,5,0.036052499999999994,0
Hospitality,300,0.21,1.0,200,Low,15,0.01,0
FoodDelivery,250,0.85,0.85,300,Low,20,0.06038895833333331,0
Hospitality,300,0.75,1.0,100,Medium,20,0.01,0
Hospitality,200,0.37,0.85,50,Medium,10,0.019996958333333332,0
Retail,150,0.56,1.0,50,High,0,0.09660000000000002,0
Retail,300,0.88,1.0,250,High,20,0.01,0
FoodDelivery,200,0.29,1.0,200,Low,20,0.058174000000000003,0
Hospitality,250,0.82,0.85,250,High,0,0.04675708333333331,0
Retail,150,0.84,0.85,50,High,5,0.128707425,0
Retail,300,0.28,1.15,250,High,5,0.01,0
Hospitality,100,0.58,1.0,50,High,0,0.12969444444444445,0
RideHailing,150,0.51,0.85,100,Medium,0,0.09934375000000001,0
Hospitality,50,0.39,1.15,150,Medium,20,0.10290583333333335,0
FoodDelivery,150,0.24,0.85,50,Low,0,0.03468,0
FoodDelivery,250,0.25,0.85,250,High,15,0.02773656249999999,0
Retail,300,0.34,1.0,50,Low,10,0.01,0
Airline,250,0.55,1.15,250,Medium,15,0.03589437499999999,0
Ecommerce,200,0.38,1.0,300,Low,10,0.03129511111111113,0
Retail,50,0.67,1.0,100,Medium,10,0.22821875000000003,0
FoodDelivery,150,0.41,1.15,300,High,20,0.09597382499999997,0
Retail,300,0.66,1.15,200,Medium,20,0.01,0
FoodDelivery,200,0.71,1.0,250,High,5,0.14220708333333332,0
Airline,100,0.57,1.15,150,Medium,20,0.128915,0
Hospitality,100,1.0,1.15,100,High,10,0.3363558333333334,0
Hospitality,300,0.86,0.85,200,Low,10,0.01,0
Retail,50,0.29,0.85,150,High,5,0.07405784374999999,0
Retail,300,0.38,1.0,300,High,10,0.01,0
FoodDelivery,300,0.36,1.0,250,High,5,0.01,0
Hospitality,50,0.73,1.15,200,High,10,0.15346234895833333,0
Retail,300,0.25,1.15,250,Low,10,0.01,0
FoodDelivery,200,0.72,1.15,150,High,20,0.187266,0
Airline,200,0.48,1.0,150,Low,5,0.03553,0
Retail,50,0.77,0.85,250,Low,10,0.11369892187500001,0
Ecommerce,150,0.16,1.15,200,High,15,0.04002766666666666,0
Hospitality,250,0.91,1.0,150,High,0,0.04069722222222221,0
Ecommerce,150,0.76,0.85,200,Medium,5,0.11251166666666668,0
RideHailing,300,0.86,1.0,150,Low,0,0.01,0
FoodDelivery,250,0.22,0.85,300,High,0,0.01792083333333333,0
RideHailing,100,0.13,1.0,50,High,10,0.04979180555555556,0
RideHailing,50,0.84,1.0,50,Medium,5,0.402325,0
Retail,50,0.67,0.85,200,Medium,20,0.12600187499999999,0
RideHailing,200,0.58,1.0,50,Medium,10,0.05795166666666668,0
Hospitality,100,0.87,1.0,50,Medium,5,0.17677916666666665,1
RideHailing,100,0.37,1.15,100,Low,20,0.15648471666666666,0
Airline,150,0.67,0.85,250,High,0,0.06549250000000001,0
Retail,250,0.31,1.15,50,Low,15,0.012897501562499997,0
RideHailing,200,0.84,1.15,300,High,5,0.14188661666666666,0
Hospitality,50,0.66,0.85,150,High,10,0.13673595833333335,0
FoodDelivery,250,0.34,1.15,200,Medium,20,0.03844833333333332,0
Airline,200,0.5,1.0,200,Low,10,0.046325000000000005,0
Retail,150,0.12,0.85,250,Low,20,0.015345900000000003,0
Hospitality,300,0.93,1.0,50,Medium,15,0.01,0
FoodDelivery,300,0.47,1.15,100,High,15,0.01,0
Retail,50,0.62,1.15,100,Low,5,0.19791320312500002,0
FoodDelivery,50,0.84,1.15,50,Low,20,0.484449,0
Ecommerce,200,0.8,0.85,200,Medium,15,0.10290666666666669,0
Airline,150,0.16,0.85,300,Medium,10,0.011118000000000001,0
Hospitality,200,0.53,1.15,100,Medium,15,0.053805305555555565,0
FoodDelivery,300,0.1,1.0,250,Medium,5,0.01,0
Ecommerce,100,0.72,0.85,250,High,20,0.1107312,0
Hospitality,250,0.6,1.0,50,Low,20,0.017552499999999995,0
RideHailing,200,0.66,1.0,300,High,0,0.09276666666666668,0
FoodDelivery,100,0.99,1.15,250,High,10,0.28542195000000004,0
Airline,150,0.85,0.85,100,Medium,0,0.09031249999999999,0
RideHailing,100,0.32,1.15,300,High,10,0.08456946666666668,0
Airline,250,0.3,1.15,150,Medium,10,0.012535,0
Retail,150,0.78,1.0,300,Low,0,0.0745875,0
Hospitality,100,0.15,0.85,300,High,20,0.020185375,0
Hospitality,250,0.91,1.15,250,Medium,0,0.061045833333333306,0
RideHailing,200,0.9,0.85,50,High,10,0.0879016875,0
FoodDelivery,250,0.59,1.0,50,High,15,0.03850487499999999,0
Airline,300,0.77,0.85,250,High,20,0.01,0
Hospitality,300,0.44,0.85,300,High,0,0.01,0
Hospitality,150,0.13,1.0,50,Medium,0,0.015166666666666667,0
FoodDelivery,100,0.33,0.85,200,High,20,0.10150360000000001,0
RideHailing,200,0.5,1.15,200,Medium,20,0.12439166666666668,1
FoodDelivery,300,0.37,1.15,250,Low,15,0.01,0
Hospitality,300,0.86,1.15,250,High,10,0.01,0
Airline,250,0.83,1.15,300,Low,15,0.03836891145833332,0
Ecommerce,300,0.87,1.0,300,Medium,5,0.01,0
FoodDelivery,250,0.84,0.85,50,Medium,15,0.040519499999999986,0
Hospitality,150,0.42,1.0,150,High,15,0.09593587499999999,0
FoodDelivery,150,0.93,1.0,100,Medium,10,0.253425,0
FoodDelivery,300,0.99,1.15,250,Medium,0,0.01,0
FoodDelivery,50,0.19,1.0,250,Medium,20,0.056049999999999996,0
FoodDelivery,300,0.34,1.15,50,High,10,0.01,0
FoodDelivery,100,0.64,0.85,300,Low,20,0.1091264,0
RideHailing,50,0.96,1.0,50,High,0,0.506,1
RideHailing,100,0.65,1.0,200,Medium,10,0.17318888888888895,0
Airline,50,0.29,1.0,150,Medium,10,0.05268333333333334,0
FoodDelivery,200,0.56,1.15,200,High,10,0.16145080000000003,0
RideHailing,250,0.38,1.0,150,Medium,5,0.02426722222222222,0
Retail,250,0.22,0.85,100,Low,10,0.01,0
Hospitality,50,0.17,1.15,250,High,15,0.037213221354166666,0
Retail,250,0.57,0.85,100,High,5,0.021834295312499988,0
FoodDelivery,50,0.91,1.0,250,Low,0,0.19337500000000002,0
Ecommerce,50,0.51,0.85,150,Low,20,0.09662233333333335,0
RideHailing,200,0.51,0.85,300,Low,10,0.04908905833333334,0
RideHailing,200,0.42,0.85,250,Medium,20,0.06435916666666668,0
RideHailing,200,0.78,0.85,150,Medium,15,0.1149660416666667,0
Retail,50,0.22,0.85,150,Low,0,0.03973750000000001,0
Ecommerce,200,0.71,1.0,150,Medium,20,0.09308888888888889,0
Hospitality,50,0.35,0.85,300,High,20,0.05887401041666666,0
FoodDelivery,50,0.32,1.15,250,High,5,0.11056099999999998,0
FoodDelivery,250,0.78,1.0,200,High,15,0.08484124999999998,0
RideHailing,300,0.57,0.85,150,Medium,10,0.01,0
Hospitality,150,0.83,0.85,100,High,0,0.11831822916666666,1
Hospitality,200,0.79,1.0,150,Low,10,0.07116034722222224,1
FoodDelivery,100,0.99,1.0,300,Medium,20,0.23364,0
Ecommerce,150,0.58,1.15,250,Medium,0,0.08893333333333334,0
FoodDelivery,200,0.42,0.85,300,High,10,0.059666600000000014,0
FoodDelivery,250,0.23,1.15,200,Low,5,0.019578510416666663,0
Retail,250,0.74,1.0,100,High,0,0.03191249999999999,0
RideHailing,300,0.86,1.0,50,Medium,0,0.01,0
Ecommerce,50,0.17,0.85,150,Medium,20,0.03789111111111112,0
Airline,300,0.43,1.15,250,Low,15,0.01,0
FoodDelivery,300,0.45,1.0,250,Low,15,0.01,0
Airline,50,0.23,1.15,150,High,15,0.05753977083333334,0
Ecommerce,300,0.46,0.85,300,Low,5,0.01,0
Airline,300,0.69,0.85,50,Low,0,0.01,0
Hospitality,100,0.91,0.85,50,High,15,0.1963132256944445,0
FoodDelivery,50,0.46,1.0,250,High,20,0.156055,0
Ecommerce,250,0.93,1.0,200,Medium,0,0.05166666666666666,0
Ecommerce,300,0.84,0.85,150,Low,0,0.01,0
FoodDelivery,300,0.93,1.0,200,Low,10,0.01,0
Hospitality,150,0.81,0.85,150,Medium,5,0.1259094375,0
RideHailing,50,0.17,1.0,50,High,0,0.08960416666666668,1
Airline,150,0.36,1.15,150,Low,15,0.05991097499999999,1
Airline,100,0.77,1.0,150,High,0,0.14758333333333334,0
FoodDelivery,150,0.93,1.15,200,High,20,0.36282787499999997,1
RideHailing,250,0.72,1.15,100,Medium,5,0.039657749999999985,0
RideHailing,200,0.75,1.0,100,Medium,0,0.0916666666666667,0
Retail,150,0.91,1.0,200,High,20,0.23153812499999998,1
Retail,150,0.11,1.15,100,Low,5,0.021068179687499997,0
Airline,300,0.27,1.15,100,Medium,15,0.01,0
Ecommerce,300,0.14,0.85,50,Medium,20,0.01,0
Hospitality,150,0.11,1.15,50,High,10,0.018499570833333336,0
Ecommerce,100,0.71,1.0,50,Medium,10,0.1719777777777778,0
Retail,250,0.87,1.15,50,Low,20,0.03763130624999998,0
Retail,100,0.18,0.85,200,Low,20,0.03069180000000001,0
Airline,100,0.46,1.0,100,High,10,0.11532200000000001,0
Retail,200,0.8,1.15,100,Medium,15,0.10442000000000003,0
Hospitality,50,0.61,1.0,250,High,15,0.11611286458333332,0
FoodDelivery,250,0.42,0.85,300,Low,10,0.02756337499999999,0
RideHailing,100,0.2,0.85,100,Medium,10,0.06794333333333336,0
Hospitality,300,0.45,0.85,300,High,20,0.01,0
Retail,150,0.51,1.0,100,Medium,0,0.095625,0
Ecommerce,250,0.63,1.0,50,Medium,0,0.020999999999999994,0
RideHailing,50,0.36,0.85,200,Medium,15,0.07959187499999999,0
FoodDelivery,50,0.38,0.85,100,High,5,0.16173552083333328,0
Hospitality,250,0.41,1.15,100,Medium,10,0.014989770833333327,0
Ecommerce,250,0.25,1.15,250,Medium,10,0.020891666666666663,0
RideHailing,300,0.27,1.0,100,Low,5,0.01,0
Hospitality,150,0.25,0.85,100,High,5,0.03724173177083333,0
Hospitality,150,0.83,0.85,300,High,20,0.08376930624999998,0
Airline,50,0.7,0.85,100,Medium,0,0.12395833333333334,0
Airline,150,0.21,1.15,250,Medium,20,0.028496999999999995,0
RideHailing,250,0.11,0.85,250,High,15,0.01118708020833333,0
RideHailing,300,0.48,1.0,100,Medium,15,0.01,0
Retail,50,0.33,0.85,300,High,15,0.06864799218749999,1
Airline,150,0.52,1.15,100,High,20,0.10143574999999998,0
Ecommerce,50,0.54,0.85,300,Low,15,0.07380337500000002,1
Hospitality,100,0.81,1.0,100,Low,5,0.16787925,0
Airline,150,0.36,1.15,200,Medium,0,0.05175,0
Hospitality,100,0.13,1.0,50,Low,0,0.021486111111111112,0
Ecommerce,150,0.12,1.0,50,Low,5,0.014212000000000002,0
Retail,150,0.3,1.0,100,Low,15,0.0542671875,0
FoodDelivery,200,0.62,1.15,100,Low,15,0.09171556666666668,0
Retail,250,0.47,0.85,50,High,0,0.017228437499999992,0
Hospitality,250,0.65,1.0,250,High,5,0.045566354166666656,0
Hospitality,100,0.56,1.15,300,Medium,10,0.08189533333333333,0
RideHailing,200,0.35,1.0,300,Low,0,0.036361111111111115,0
Retail,200,0.91,1.0,100,Medium,5,0.09509500000000003,1
Retail,100,0.97,0.85,150,Low,20,0.20674337500000003,0
RideHailing,150,0.58,0.85,200,High,10,0.14161938541666666,0
FoodDelivery,250,0.84,1.15,250,Medium,15,0.10964099999999996,0
Hospitality,50,0.37,1.0,200,Medium,0,0.05395833333333334,0
Hospitality,100,0.91,0.85,50,Medium,10,0.16393902777777777,1
Ecommerce,200,0.99,1.0,150,High,0,0.12650000000000003,0
FoodDelivery,300,0.5,0.85,150,High,10,0.01,0
Retail,300,0.15,1.15,150,Low,20,0.01,0
Retail,200,0.39,0.85,150,Medium,5,0.043302187500000006,0
Hospitality,50,0.2,1.15,250,Low,5,0.029793385416666665,0
Retail,50,0.17,1.15,200,Medium,5,0.03830578125,0
FoodDelivery,300,0.14,1.15,50,High,10,0.01,0
Airline,150,0.61,0.85,300,Low,15,0.037516715624999995,0
Ecommerce,250,0.88,0.85,300,Low,15,0.04009072222222222,0
Ecommerce,100,0.69,1.15,150,Low,0,0.14988333333333334,0
Retail,100,0.54,1.15,100,Low,10,0.17260695000000006,1
Airline,200,0.93,1.15,100,High,15,0.09306432500000002,0
Retail,150,0.84,1.0,300,High,15,0.12334612499999999,0
RideHailing,150,0.35,1.0,250,Low,5,0.056996041666666664,0
Ecommerce,100,0.89,0.85,200,Low,20,0.1348923555555556,0
Airline,300,0.59,0.85,200,Medium,5,0.01,0
FoodDelivery,250,0.37,1.15,300,High,10,0.04444702083333332,0
Retail,200,0.94,0.85,150,High,15,0.13036184374999998,0
RideHailing,200,0.9,1.0,50,Low,0,0.070125,0
FoodDelivery,150,0.84,0.85,150,Medium,20,0.252756,0
Airline,200,0.53,1.15,150,High,20,0.06892429166666666,0
FoodDelivery,50,0.54,0.85,100,Medium,15,0.21706875000000003,0
Hospitality,100,0.26,0.85,100,Medium,15,0.05852816666666667,0
Retail,250,0.32,1.0,100,Medium,15,0.013619999999999997,0
FoodDelivery,150,0.24,1.0,100,Medium,0,0.06,0
Ecommerce,200,0.72,1.15,300,Medium,15,0.08353600000000003,0
Retail,300,0.21,1.0,250,Low,20,0.01,0
RideHailing,200,0.39,0.85,200,High,20,0.082471675,0
RideHailing,100,0.62,1.0,150,High,0,0.21786111111111112,0
FoodDelivery,50,0.36,1.0,300,High,20,0.12212999999999999,0
Ecommerce,300,0.93,0.85,250,High,5,0.01,0
Retail,300,0.85,1.0,50,Low,5,0.01,0
Ecommerce,150,0.72,1.15,50,Medium,5,0.115368,0
RideHailing,300,0.47,1.15,250,Low,5,0.01,0
Retail,50,0.17,1.0,50,Low,10,0.05906437500000001,0
RideHailing,300,0.31,1.15,150,Medium,15,0.01,0
FoodDelivery,150,0.57,1.0,150,Low,0,0.14534999999999998,0
RideHailing,50,0.28,1.0,100,Medium,20,0.12619444444444447,0
Airline,100,0.25,0.85,300,High,0,0.0244375,0
Retail,250,0.27,1.15,50,Low,10,0.010787934374999999,0
Airline,150,0.42,1.15,50,Medium,10,0.052647,0
Retail,200,0.8,1.0,200,Low,20,0.12036000000000004,0
FoodDelivery,300,0.15,0.85,150,Low,15,0.01,0
RideHailing,100,0.27,0.85,150,Low,15,0.06765309375,0
FoodDelivery,100,0.46,1.0,50,Low,15,0.14792833333333336,0
Ecommerce,200,0.17,0.85,100,Medium,10,0.01400044444444445,0
Hospitality,250,0.75,1.0,100,High,5,0.02628828124999999,0
Airline,50,0.14,1.15,250,Low,20,0.020185375000000002,0
Retail,250,0.79,1.0,50,Low,20,0.029713874999999994,0
RideHailing,150,0.91,1.15,250,High,0,0.22063708333333334,0
Ecommerce,100,0.88,1.0,150,High,10,0.24512888888888892,0
Retail,200,0.85,0.85,250,Medium,10,0.09844062500000003,0
Ecommerce,250,0.57,1.15,50,Medium,10,0.02381649999999999,0
Ecommerce,250,0.62,0.85,50,Low,10,0.016275516666666663,0
RideHailing,150,0.23,0.85,150,Medium,5,0.056181812500000004,0
FoodDelivery,50,0.62,1.15,200,High,5,0.21421193749999995,0
